element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Mg,0.28949126798186114,-0.22954601516231027,0.25423416418544426,-0.022920660425798448,0.0663743248825145,0.09066106699636894,0.06990208179519321,-0.018829858533437247,0.049252044173254454,0.11156194902053763,-0.06332130040523691,-0.0611045522757628,0.1583494864054242,-0.05504628665941351,0.24682996200478247,-0.14866714548212165,0.09962094701584837,0.17088195420654098,0.07658494142393439,0.022816711399789844,0.03718930934113532,0.038108721702855314,-0.09995279005434092,0.10775649516425585,-0.06784648411659376,0.13564908213003898,-0.03866295642879743,-0.013261891215429878,0.0037997075492518253,-0.03458186308842656,-0.08226892934971623,-0.007249234960009349,-0.021143138318612347,-0.03441261482855441,-0.09419169760203094,-0.03760396645369491,0.07821370402795827,0.04850493043508991,-0.043257695608539495,0.003163837310967617,-0.0533206217846022,0.020555878235698363,-0.03936917698019851,0.03221002414481287,0.04200483142838598,-0.03260093811043993,0.013707327295126947,-0.08440845155357395,-0.0010114922137839934,-0.0012668045090967399,-0.023307033197880904,-0.031071261664832647,-0.004139245865348945,0.0024925362600928063,-0.007519499247005166,-0.015289263503114702,-0.03158479225273976,0.00623814635496634,0.004916672879390953,-0.010337308907541856,-0.008246989253866507,0.01184075772045794,-0.00021467991274230772
Al,0.2408471622931705,-0.16437559472707045,0.005429220047905839,0.1403969193198671,-0.362624501979645,0.06450167662903587,-0.2082211246271274,-0.09750677341316571,0.07686290661569793,-0.062034900936931585,0.06817383188286893,-0.07417083415374254,0.046991930818248845,0.0921476395423055,-0.045539145376973664,0.03885104694015284,-0.06807913175187805,0.031115786184908862,0.14970959154272118,-0.009164722918513142,-0.03725722991095964,-0.08182613505657538,-0.0005515272673404738,0.04707921711852215,-0.05247500185736819,0.07025692133459488,-0.09691449474527859,0.11923397362513011,0.06716709595731524,0.009369630921246016,0.02725492009137826,-0.0457769439905612,0.031797043676348884,-0.0035467393475961174,-0.023154712577036194,0.011248644636290314,-0.03821181439860655,-0.06096321293107802,-0.013553985523374504,-0.03539513680268581,-0.03735221474682469,-0.03200148028610708,0.05125439263852879,-0.017557072318508695,0.002775734417501761,-0.033882224513549206,-0.07055528072349962,-0.039967786139503705,-0.057135706226247196,0.05274894074855616,0.0031099263218627806,-0.019198128941957455,-0.02398586782755876,0.03803652944515464,0.010497194296305879,0.051245621801511786,0.028813845844059792,0.03878622497975575,-0.0006142719272381142,0.01400494893769362,0.013991779279450446,-0.019194669308158982,-0.006294689411961892
Si,0.27504200500845466,-0.17032755821323625,-0.22754155288492664,-0.027221608257169082,-0.22010443399958074,0.0865484469884577,0.03294863703194379,0.13901637520629917,-0.20548057579885437,0.06469679463522421,0.05641183579908545,0.05698527210204298,0.1453454296318505,-0.015574149345980967,-0.1618863969323954,-0.1162985046616978,0.03591427599256762,-0.00482325285326454,0.04954108631727922,0.017114166197378,-0.06979047281931225,-0.09675173641945244,0.0171972560664661,0.12569210568665162,0.04838925683060423,0.00948712426343936,0.017395932916027083,0.06020529945182028,0.04466372546633866,-0.08192509770094995,-0.013677073521742439,-0.012785467503139908,-0.03808925928228092,-0.01923841172705626,0.022893992786873,0.07053909821435259,0.06716024296020993,0.018730732034587635,0.03017937007263706,0.01323912377857214,-0.046947415374356635,0.056771426197516885,-0.03215341381486562,-0.009898104793738207,-0.017064895039605378,0.06074278409626883,0.0025452525225646582,0.06019035578008909,-0.03180981454314988,-0.005114133709317781,0.034839854465921284,-0.023246142513083896,-0.024297803062602076,-0.03873300843414044,0.07315563420885929,-0.011003243274890726,-0.003452633868685112,-0.03496648117234649,-0.0038792355606946096,0.026225497126050604,-0.023024238001748104,0.009320507795354404,-0.0061381735905694295
P,0.38528012701248243,0.085763287058214,-0.07212486878448937,-0.3052423980535901,-0.14205627914350905,0.1406060432432895,0.029195335118749888,-0.18825146104847598,-0.06669112479141466,0.1291487174138395,-0.07798415253820218,-0.19634213987641788,-0.035821582332632135,0.13489485009484936,-0.029639890155048712,-0.0963220442856161,0.11191035138689645,-0.06309981301026014,0.10671366894761412,0.03336198410680578,0.10252149350384396,-0.0009053625835404027,0.08080171901658968,-0.07222316390279625,0.025742598583166423,0.025691942429491153,0.013841284599587129,-0.0599710578996274,0.004544756693334942,-0.025513686782141134,-0.024825537680599096,0.04489096415963116,0.1136522847314387,0.02113316036198452,0.05957118794080087,0.06766528394891187,-0.0388241037157298,0.03249279403982812,-0.06166386914051303,-0.048587300969684735,0.01990721708937775,-0.041635751248721646,-0.06236798604302218,0.07658651653749272,-0.05344999891941747,0.012010368142891508,-0.02452074268822818,-0.015668593519510103,0.03341304758741767,0.030837172929166927,-0.032389589508994183,-0.010755578198700474,0.01261415746558626,-0.039825139145207036,0.0021831957097977936,-0.03422629604616734,0.05000289467203828,-0.00743659845187923,-0.0025365781744896045,-0.011673246926558153,0.007377938001020422,-0.004033514134979032,0.0038954259126669044
S,0.36157404951819677,0.1863428372126861,-0.057157650291029184,-0.2921671551939914,-0.03668520947064278,0.1166587869843701,-0.05998274900171829,-0.052657468395106447,-0.05432659615366622,0.15698856638018877,-0.3155720440743946,-0.25244642954352275,0.08367019783376911,-0.01909697072553801,-0.20518987201379324,-0.0817458736281492,-0.051101321526477665,0.00649288758515888,0.020229467340579208,-0.04802138807144561,0.03676206163047082,-0.014567110734357888,0.059416791107814226,0.004761516923270815,0.04697108839052774,0.05266766318289241,0.04027247373025901,-0.04081957551550927,-0.018731207888157825,-0.02348204680532411,0.032415743065178866,-0.04860118542500529,-0.07476245036695561,0.016711497604900424,-0.009494466883126081,-0.015662517804673887,-0.03678163092942623,0.01855946339101361,0.05086203342632965,-0.03138558958449934,0.04538980090906666,-0.020314830687752458,0.03619084235802948,-0.0782905764947432,0.021517418690792798,0.006414165455274135,0.011598061329380429,0.023583810860792264,-0.02384879415990473,-0.05465799288513975,-0.017036020802267713,0.003969875224711585,0.004806077308058043,0.06159587755919522,-0.022500808382020263,0.029570351343238026,-0.04253745326308068,0.006024470672523771,0.006141683579467354,-0.009225495693794397,0.0018636911855876637,0.017684696548839,0.013121498683217566
Cl,0.1570303307185295,0.5206144723450399,0.042277355952798495,0.06493548975342932,0.3257036675502841,0.3499321280434874,-0.1018583531373523,-0.14203254894197967,-0.05098358491970515,-0.04661024572179392,0.14404781920079063,0.032626342880911305,0.05344116288631495,0.027436386467492007,-0.04325702159966197,0.007916787411651763,-0.005389644582590425,0.15452943911639647,0.0892136014687701,0.0323960965644431,-0.0212091935317978,0.0013061939428019025,0.08076806210003196,0.18289970692481194,0.03816628051538774,-0.13241079645670045,-0.053777850552930884,-0.06977433165595683,-0.03350178054931727,0.006741201651249702,-0.019996943343755864,-0.013529995411091298,0.018466093953651317,-0.03836695479534644,-0.028726712971010784,0.0010519772799726988,0.03420011145380633,0.06254729930825292,-0.0016461838733150154,0.07430957313204342,0.046568567485513836,-0.020210230719398294,-0.017347027425183115,-0.01918463230724137,0.00940906013544889,0.02185704644289891,0.0395974532975794,0.015662979626946648,-0.003101930997159019,-0.007050218830301371,0.043824193771436974,0.00870783812125471,0.010033972901935074,0.04050068847256918,-0.023332809988117556,-0.010322307208909726,0.04835567895322233,0.008540969134286399,0.005736725387978259,0.008045437097772123,0.009645720123635161,-0.02365112011379765,-0.0009766708457318396
Ar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,-0.06523062611665256,0.36089578513422715,0.3672747144462552,0.27176220776427706,0.037327770765971276,-0.231011993806424,0.225869880105214,-0.030129556147988967,-0.12625316196650022,-0.017606199504880453,-0.069515156087204,-0.030527956626128578,-0.07016936143224131,0.05579338275318079,0.055903059005577106,-0.0019040231757285436,-0.07030654432163248,-0.0064348949070677985,0.06395458254972673,0.16130553970087133,-0.062075156290248304,-0.06051908472638576,-0.031199821136677984,-0.055164405226303954,0.09100326748059906,-0.08645420955553443,0.008117234976746806,0.09301070986217998,0.035186341422038164,0.004788390209814634,0.001466654551610845,-0.12394531651326814,0.016129071347138493,0.11731640421225932,-0.01666086400022391,0.01793872063202433,0.02719870731356581,0.08324671071135668,-0.036299223291308524,0.015065434267883369,-0.07293244532633965,-0.08990518126665639,0.010677978105097108,0.005712857092244687,-0.02814561883294187,-0.02824010390330917,0.0313584613333374,0.005785760657364822,-0.07678887180497893,-0.03706415954918522,-0.016795989660597362,-0.001632960068986024,-0.0011458104623507089,-0.010765740588453882,0.0017888566263820356,-0.0013422419492477924,0.006858167776175435,-0.016009948643225528,0.009454949453314637,-0.01016504751307232,0.010790802793825814,0.013668149355009216,0.004404816408560058
Ca,0.08511705886295426,-0.23650066890171403,0.3422527261818318,0.025862247183456637,0.13076247502627658,0.053134003818227096,-0.23514800919602383,0.1323156075165203,-0.21058046153249588,0.03885418696062162,-0.02710276818180043,-0.1542134889526508,-0.006380414695630572,-0.06690573638691982,0.12679964814587813,0.0045512941331960835,0.03441547655188981,-0.11554546878657597,-0.011491674620463825,0.10278270698091894,-0.041016078552038586,0.02166871542314289,-0.08611334753897906,-0.08374187211439747,-0.05133410468197032,-0.0258321049727948,0.011360714323922329,0.11391588688411257,-0.055449093131727606,-0.07136137139079558,-0.1120646493301082,-0.048259468783840034,0.018492695414654585,-0.09788047368810714,0.08623187636899242,-0.04658916272740986,-0.09783044873714437,-0.038028670869749384,0.0674817451863147,0.06359477542655344,0.01618329464946708,0.04485480711001743,-0.058202812578570164,0.0026760730805274555,0.004605880309397614,0.00783954409914559,0.021120723232909724,0.027362469318112207,0.0024982276870370895,-0.010760702455877035,-0.015585813615588398,-0.01984663560278763,-0.02785930220004591,0.023381858342563382,-0.01800339391951825,0.021430607980454444,0.03268252162867701,-0.0226143517808681,0.006568643537744567,0.006909445475128028,0.015165441280169027,-0.0029826725884994115,-0.0008928549647139897
Sc,0.04186627544650187,-0.2087703878894072,0.18331371378899491,0.08379835121293176,0.08987681504296971,0.2077681326772933,0.014840006880130555,0.08940499170014526,0.0992549002808568,-0.3630723699740146,-0.12767265635547054,-0.08681219825819775,-0.009266855607629989,0.13444796269328288,0.10306449644052466,-0.02595002904754759,0.044900183448956694,0.11431062271255418,-0.13202601569758965,0.05759841747341497,0.012850952969259583,-0.03996665404128198,-0.05122471342736437,-0.07518546021348207,0.06329278742378909,0.08828969913833622,0.06441407899305876,-0.04816024359529878,-0.04348783736450109,0.011318759658466267,0.0756145039605135,0.017416017640386645,-0.06324413212190613,0.062265745714585964,-0.04279144895490398,0.033617724341862484,-0.07617544281933773,0.015585967787442296,-0.0018781337415791819,-0.08323391380212627,-0.013649067589480694,0.02920391451939031,-0.04619640220590572,-0.0387044510700548,0.024911738298084966,-0.02299145017958371,-0.018927562352075943,0.055981731390454974,-0.01798553264350792,0.016410757744946096,0.06952523208628415,-0.010105050356124388,-0.016624607176501792,0.01404568819287469,0.012428608356359092,-0.02821988329433041,0.035237615484726086,-0.009616667295917123,0.0069907589851030795,-0.009736169205445322,-0.018633830381284505,-0.010315984493360929,-0.0027472885161785743
Ti,0.10553248622798991,-0.31404451117973914,-0.19296088138550269,0.12971711103162936,0.08036803605141438,0.12293016182804659,0.036193497619680104,0.11773471836424101,-0.1699193337883565,-0.15590459617416982,-0.1699565560302524,0.1585044715862943,-0.0484676742052671,0.001241813329338834,0.03023773638651834,-0.11494676550299605,-0.043850692275667694,-0.03382068156019073,-0.029064020527868613,-0.00114774414077256,-0.03295276810070966,0.015615263110092715,0.0319456755769295,0.00790816081979223,-0.1661638454692539,0.03577416151103855,-0.09118713625873154,-0.029289738480306093,0.07738688835693047,0.017696934984196545,-0.0065456497021079835,-0.009619822400948141,0.007607446102453155,-0.04410673384570401,-0.003427646493959476,0.013673341324617483,-0.04614234150069741,-0.05957928373602814,0.045274919932129086,-0.011453446562163273,-0.002883883711238914,-0.11642240657029662,-0.0181130843415275,0.029589949110880094,-0.05645452253383392,0.04276239737334969,0.02578551337713192,0.0044939907817274265,-0.037968535435459166,-0.047707595465500845,-0.002231703996638835,0.0022083961377111125,0.08241182535796364,0.004736810657833364,0.011038472534784006,-0.035832832432079645,-0.03107514589044188,0.019002927953580294,0.016312533618321114,-0.016204633224617886,0.002564369237314825,-0.0205340801066666,-0.004797417479085652
V,0.06120170476562509,-0.23470353890647266,-0.19572884460142448,0.21497810223025318,-0.09347950002990674,0.05210751553398799,0.0029961778284851946,-0.1314306982951632,0.021378003927414208,0.09446295547891642,-0.039256050690005706,0.033917073021673474,-0.09114804786688512,0.006581902791902827,0.033112422374777545,-0.03861801069230904,-0.08715276062244101,0.009388885476014196,0.15798535728890156,0.04179141330815922,-0.0030366352079831656,-0.09690171238847668,-0.07061705234967652,-0.044092747520161894,0.05209061939013877,-0.02423552749530125,0.04671621445032647,-0.01184924577522921,0.06569306126769185,0.2719186749229223,-0.017513144451718577,0.012629877389058354,0.02593998648059857,-0.07017516880593566,0.028046904043144527,-0.008514122207915151,0.026635844033199105,-0.02055938316186202,0.013702305744897354,-0.044380062030827505,0.03366472030739194,0.05701529678066768,-0.01032644106805646,0.0012878068047866829,0.032211658636603586,0.008099682294511723,0.03022187092451375,0.01491009824472345,0.0274350518252784,-0.0736299244597725,-0.006551803579768504,0.02414903523784117,-0.0559904432660155,-0.0035756564473292825,-0.010903478453723992,-0.020176185530037544,0.007432666768458353,0.012658956046624136,0.03721001683043112,-0.007399717104966451,-0.012310692238011576,0.005960003141416774,-0.00906508478831144
Cr,-0.011426833522145687,-0.13843638764788668,-0.15425080629625856,0.34227077841095377,-0.06943441090034959,0.03153993109146943,0.0806848256702904,-0.06268465827141351,0.011030230749958006,0.14498367998038167,-0.13308779761369588,-0.05394601977938116,-0.007542335885411049,-0.11482157505695237,0.09279187801274394,0.17696615707950952,0.046448401512533814,-0.09897203535150546,-0.07959946761281848,0.03496727207252069,-0.11050720975185746,0.038075259943349746,0.06663471236602483,0.043928872054824375,0.05301397734581617,0.046920957513041824,-0.08275570135928705,0.0498469873375016,-0.0145884147735234,-0.03553820807018464,0.04170818903705078,0.005727335463345743,0.07709839538044604,-0.028030044020539966,0.005019253870657917,-0.05159053008204761,0.06753096040110027,0.11723252784319155,-0.0017582288019051579,-0.07197018671929274,0.03717975172295285,0.030969461427075694,-0.012796484985875472,0.026174038402345865,-0.01013366314576927,-0.02053634991178141,-0.05247910295556457,0.041920045679860796,0.01069326036777151,-0.02202649380635642,-0.007361627938356413,0.03197012339958133,0.027273180724086195,0.02280667882332067,-0.008520424680789163,0.03254480742510964,-0.0083332668711909,-0.022129385066057137,-0.021151989937708084,-0.0167742562980027,-0.03131975389670508,-0.03339341985992013,-0.0022870390127578844
